parcel_id,objects_over,best_iou,chip
3170,1,0.0069,g0_0633.tif
3171,1,0.0222,g0_0633.tif
3252,0,0.0,g0_0650.tif
3253,0,0.0,g0_0650.tif
3254,0,0.0,g0_0650.tif
3255,0,0.0,g0_0650.tif
3256,0,0.0,g0_0650.tif
3482,0,0.0,g0_0696.tif
3483,0,0.0,g0_0696.tif
3484,0,0.0,g0_0696.tif
3485,0,0.0,g0_0696.tif
3486,0,0.0,g0_0696.tif
3527,0,0.0,g0_0705.tif
3528,0,0.0,g0_0705.tif
3529,0,0.0,g0_0705.tif
3530,0,0.0,g0_0705.tif
3531,0,0.0,g0_0705.tif
3552,0,0.0,g0_0710.tif
3553,0,0.0,g0_0710.tif
3554,0,0.0,g0_0710.tif
3555,0,0.0,g0_0710.tif
3556,0,0.0,g0_0710.tif
3622,1,0.1707,g0_0724.tif
3623,1,0.2957,g0_0724.tif
3624,1,0.1205,g0_0724.tif
3625,1,0.2845,g0_0724.tif
3626,1,0.0093,g0_0724.tif
3687,1,0.2963,g0_0737.tif
3688,1,0.3864,g0_0737.tif
3689,1,0.2597,g0_0737.tif
3690,2,0.3178,g0_0737.tif
3691,3,0.1697,g0_0737.tif
3867,2,0.2219,g0_0773.tif
3868,5,0.0554,g0_0773.tif
3869,1,0.5048,g0_0773.tif
3870,2,0.1173,g0_0773.tif
3871,1,0.566,g0_0773.tif
3957,0,0.0,g0_0792.tif
3958,0,0.0,g0_0792.tif
3959,0,0.0,g0_0792.tif
3960,0,0.0,g0_0792.tif
3961,1,0.0217,g0_0792.tif
4012,1,0.26,g0_0803.tif
4013,1,0.2115,g0_0803.tif
4014,1,0.2609,g0_0803.tif
4015,1,0.2712,g0_0803.tif
4016,1,0.1053,g0_0803.tif
4032,0,0.0,g0_0807.tif
4033,0,0.0,g0_0807.tif
4034,0,0.0,g0_0807.tif
4035,0,0.0,g0_0807.tif
4036,0,0.0,g0_0807.tif
4037,2,0.0056,g0_0808.tif
4038,1,0.03,g0_0808.tif
4039,1,0.0375,g0_0808.tif
4040,1,0.041,g0_0808.tif
4041,1,0.3594,g0_0808.tif
4392,0,0.0,g0_0879.tif
4393,1,0.4529,g0_0879.tif
4394,1,0.0236,g0_0879.tif
4395,0,0.0,g0_0879.tif
4396,3,0.2353,g0_0879.tif
4712,1,0.3265,g0_0943.tif
4713,1,0.2609,g0_0943.tif
4714,1,0.3264,g0_0943.tif
4715,3,0.0544,g0_0943.tif
4716,1,0.2396,g0_0943.tif
4782,2,0.0312,g0_0957.tif
4783,1,0.0444,g0_0957.tif
4784,2,0.0874,g0_0957.tif
4785,2,0.0891,g0_0957.tif
4786,0,0.0,g0_0957.tif
4892,3,0.0286,g0_0979.tif
4893,2,0.113,g0_0979.tif
4894,1,0.2177,g0_0979.tif
4895,2,0.162,g0_0979.tif
4896,1,0.2985,g0_0979.tif
5022,1,0.274,g0_1005.tif
5023,2,0.1891,g0_1005.tif
5024,3,0.0447,g0_1005.tif
5025,3,0.0667,g0_1005.tif
5026,4,0.0703,g0_1005.tif
5897,0,0.0,g0_1180.tif
5898,1,0.1288,g0_1180.tif
5899,0,0.0,g0_1180.tif
5900,1,0.0012,g0_1180.tif
5901,4,0.1274,g0_1180.tif
6047,3,0.0114,g0_1210.tif
6048,0,0.0,g0_1210.tif
6049,0,0.0,g0_1210.tif
6050,0,0.0,g0_1210.tif
6051,1,0.0175,g0_1210.tif
6167,0,0.0,g0_1234.tif
6168,0,0.0,g0_1234.tif
6169,0,0.0,g0_1234.tif
6170,0,0.0,g0_1234.tif
6171,2,0.0262,g0_1234.tif
6212,0,0.0,g0_1243.tif
6213,3,0.1111,g0_1243.tif
6214,0,0.0,g0_1243.tif
6215,2,0.0128,g0_1243.tif
6216,0,0.0,g0_1243.tif
6222,0,0.0,g0_1245.tif
6223,0,0.0,g0_1245.tif
6224,0,0.0,g0_1245.tif
6225,0,0.0,g0_1245.tif
6226,0,0.0,g0_1245.tif
6312,1,0.1172,g0_1263.tif
6313,2,0.4809,g0_1263.tif
6314,1,0.2193,g0_1263.tif
6315,4,0.2383,g0_1263.tif
6316,1,0.5837,g0_1263.tif
6577,0,0.0,g0_1316.tif
6578,0,0.0,g0_1316.tif
6579,0,0.0,g0_1316.tif
6580,0,0.0,g0_1316.tif
6581,0,0.0,g0_1316.tif
6712,2,0.2527,g0_1343.tif
6713,2,0.311,g0_1343.tif
6714,4,0.0529,g0_1343.tif
6715,2,0.3485,g0_1343.tif
6716,3,0.59,g0_1343.tif
6832,0,0.0,g0_1367.tif
6833,0,0.0,g0_1367.tif
6834,0,0.0,g0_1367.tif
6835,0,0.0,g0_1367.tif
6836,1,0.0976,g0_1367.tif
6993,1,0.0091,g0_1399.tif
6994,1,0.2831,g0_1399.tif
6995,4,0.028,g0_1399.tif
6996,1,0.0156,g0_1399.tif
6997,1,0.0096,g0_1399.tif
7008,2,0.0621,g0_1402.tif
7009,1,0.3636,g0_1402.tif
7010,1,0.1513,g0_1402.tif
7011,1,0.0472,g0_1402.tif
7012,1,0.6419,g0_1402.tif
7298,1,0.4532,g0_1460.tif
7299,1,0.1491,g0_1460.tif
7300,2,0.4407,g0_1460.tif
7301,2,0.0495,g0_1460.tif
7302,1,0.3407,g0_1460.tif
7443,1,0.1954,g0_1489.tif
7444,1,0.2708,g0_1489.tif
7445,1,0.5253,g0_1489.tif
7446,1,0.6,g0_1489.tif
7447,1,0.6685,g0_1489.tif
7468,1,0.0308,g0_1494.tif
7469,0,0.0,g0_1494.tif
7470,1,0.1978,g0_1494.tif
7471,0,0.0,g0_1494.tif
7472,3,0.0131,g0_1494.tif
7518,0,0.0,g0_1504.tif
7519,0,0.0,g0_1504.tif
7520,0,0.0,g0_1504.tif
7521,0,0.0,g0_1504.tif
7522,0,0.0,g0_1504.tif
7533,1,0.0738,g0_1507.tif
7534,1,0.2054,g0_1507.tif
7535,1,0.1825,g0_1507.tif
7536,1,0.0565,g0_1507.tif
7537,1,0.2373,g0_1507.tif
7693,0,0.0,g0_1539.tif
7694,0,0.0,g0_1539.tif
7695,0,0.0,g0_1539.tif
7696,4,0.0086,g0_1539.tif
7697,0,0.0,g0_1539.tif
7748,0,0.0,g0_1550.tif
7749,1,0.0606,g0_1550.tif
7750,2,0.15,g0_1550.tif
7751,0,0.0,g0_1550.tif
7752,1,0.5147,g0_1550.tif
8033,3,0.3034,g0_1607.tif
8034,2,0.4667,g0_1607.tif
8035,1,0.5552,g0_1607.tif
8036,2,0.6163,g0_1607.tif
8037,1,0.5912,g0_1607.tif
8173,1,0.0062,g0_1635.tif
8174,0,0.0,g0_1635.tif
8175,1,0.0087,g0_1635.tif
8176,0,0.0,g0_1635.tif
8177,1,0.0247,g0_1635.tif
8253,2,0.3526,g0_1651.tif
8254,3,0.082,g0_1651.tif
8255,4,0.2898,g0_1651.tif
8256,1,0.2645,g0_1651.tif
8257,1,0.3499,g0_1651.tif
8433,0,0.0,g0_1687.tif
8434,0,0.0,g0_1687.tif
8435,3,0.0192,g0_1687.tif
8436,1,0.098,g0_1687.tif
8437,0,0.0,g0_1687.tif
8603,0,0.0,g0_1721.tif
8604,0,0.0,g0_1721.tif
8605,0,0.0,g0_1721.tif
8606,0,0.0,g0_1721.tif
8607,0,0.0,g0_1721.tif
8808,1,0.0084,g0_1762.tif
8809,0,0.0,g0_1762.tif
8810,0,0.0,g0_1762.tif
8811,0,0.0,g0_1762.tif
8812,0,0.0,g0_1762.tif
8878,0,0.0,g0_1776.tif
8879,0,0.0,g0_1776.tif
8880,0,0.0,g0_1776.tif
8881,0,0.0,g0_1776.tif
8882,0,0.0,g0_1776.tif
8968,0,0.0,g0_1794.tif
8969,0,0.0,g0_1794.tif
8970,1,0.0106,g0_1794.tif
8971,0,0.0,g0_1794.tif
8972,0,0.0,g0_1794.tif
9028,1,0.0787,g0_1806.tif
9029,2,0.1531,g0_1806.tif
9030,3,0.1587,g0_1806.tif
9031,2,0.2632,g0_1806.tif
9032,2,0.425,g0_1806.tif
9098,0,0.0,g0_1820.tif
9099,0,0.0,g0_1820.tif
9100,0,0.0,g0_1820.tif
9101,0,0.0,g0_1820.tif
9102,0,0.0,g0_1820.tif
9108,0,0.0,g0_1822.tif
9109,0,0.0,g0_1822.tif
9110,0,0.0,g0_1822.tif
9111,0,0.0,g0_1822.tif
9112,0,0.0,g0_1822.tif
9193,0,0.0,g0_1839.tif
9194,2,0.071,g0_1839.tif
9195,1,0.358,g0_1839.tif
9196,1,0.0319,g0_1839.tif
9197,3,0.0487,g0_1839.tif
9223,0,0.0,g0_1845.tif
9224,0,0.0,g0_1845.tif
9225,0,0.0,g0_1845.tif
9226,0,0.0,g0_1845.tif
9227,1,0.0598,g0_1845.tif
9248,0,0.0,g0_1850.tif
9249,0,0.0,g0_1850.tif
9250,0,0.0,g0_1850.tif
9251,0,0.0,g0_1850.tif
9252,0,0.0,g0_1850.tif
9343,2,0.1513,g0_1869.tif
9344,2,0.1564,g0_1869.tif
9345,1,0.152,g0_1869.tif
9346,2,0.1273,g0_1869.tif
9347,2,0.1932,g0_1869.tif
9503,0,0.0,g0_1901.tif
9504,0,0.0,g0_1901.tif
9505,1,0.0073,g0_1901.tif
9506,1,0.0308,g0_1901.tif
9507,0,0.0,g0_1901.tif
9608,1,0.25,g0_1922.tif
9609,1,0.0329,g0_1922.tif
9610,0,0.0,g0_1922.tif
9611,1,0.019,g0_1922.tif
9612,0,0.0,g0_1922.tif
9688,0,0.0,g0_1938.tif
9689,1,0.09,g0_1938.tif
9690,2,0.0657,g0_1938.tif
9691,1,0.0115,g0_1938.tif
9692,0,0.0,g0_1938.tif
9753,0,0.0,g0_1951.tif
9754,1,0.3103,g0_1951.tif
9755,1,0.25,g0_1951.tif
9756,0,0.0,g0_1951.tif
9757,1,0.0698,g0_1951.tif
9923,1,0.0366,g0_1985.tif
9924,2,0.0048,g0_1985.tif
9925,0,0.0,g0_1985.tif
9926,0,0.0,g0_1985.tif
9927,0,0.0,g0_1985.tif
1276,0,0.0,g1_0255.tif
1277,0,0.0,g1_0255.tif
1278,0,0.0,g1_0255.tif
1279,0,0.0,g1_0255.tif
1280,0,0.0,g1_0255.tif
1317,0,0.0,g1_0263.tif
1318,0,0.0,g1_0263.tif
1319,0,0.0,g1_0263.tif
1320,0,0.0,g1_0263.tif
1321,0,0.0,g1_0264.tif
1322,0,0.0,g1_0264.tif
1323,0,0.0,g1_0264.tif
1324,0,0.0,g1_0264.tif
1325,0,0.0,g1_0264.tif
2371,0,0.0,g1_0474.tif
2372,0,0.0,g1_0474.tif
2373,0,0.0,g1_0474.tif
2374,0,0.0,g1_0474.tif
2375,0,0.0,g1_0474.tif
2411,1,0.037,g1_0482.tif
2412,1,0.0769,g1_0482.tif
2413,0,0.0,g1_0482.tif
2414,0,0.0,g1_0482.tif
2415,0,0.0,g1_0482.tif
2651,0,0.0,g1_0530.tif
2652,0,0.0,g1_0530.tif
2653,0,0.0,g1_0530.tif
2654,0,0.0,g1_0530.tif
2655,0,0.0,g1_0530.tif
2946,0,0.0,g1_0589.tif
2947,0,0.0,g1_0589.tif
2948,0,0.0,g1_0589.tif
2949,0,0.0,g1_0589.tif
2950,0,0.0,g1_0589.tif
3652,0,0.0,g1_0730.tif
3653,0,0.0,g1_0730.tif
3654,0,0.0,g1_0730.tif
3655,0,0.0,g1_0730.tif
